0,0.5936
1,0.7394
2,0.8205
3,0.2435
4,0.8125
5,0.5913
6,0.7418
7,0.527
8,0.8354
9,0.5204
10,0.8354
11,0.6334
12,0.3448
13,0.348
14,0.6232
15,0.6572
16,0.6021
17,0.749
18,0.5942
19,0.7582
20,0.4745
21,0.7357
22,0.6083
23,0.4205
24,0.3316
25,0.7143
26,0.3811
27,0.5818
28,0.4228
29,0.4274
30,0.8536
31,0.6295
32,0.3676
33,0.5445
34,0.5214
35,0.6714
36,0.4436
37,0.5701
38,0.6639
39,0.7217
40,0.8916
41,0.5889
42,0.4011
43,0.4052
44,0.6073
45,0.5631
46,0.9472
47,0.7373
48,0.7535
49,0.2639
50,0.63
51,0.5125
52,0.4929
53,0.8045
54,0.2524
55,0.6298
56,0.6698
57,0.624
58,0.5307
59,0.8486
60,0.6069
61,0.7535
62,0.5266
63,0.6733
64,0.6984
65,0.5833
66,0.6291
67,0.8825
68,0.5142
69,0.4532
70,0.6909
71,0.4262
72,0.9161
73,0.6335
74,0.2945
75,0.6118
76,0.4894
77,0.5476
78,0.6854
79,0.5752
80,0.5179
81,0.5501
82,0.3015
83,0.3825
84,0.5608
85,0.8
86,0.8858
87,0.1291
88,0.3545
89,0.2041
90,0.4448
91,0.5551
92,0
93,0.75
94,0.2754
95,0.7002
96,0.2578
97,0.4357
98,0.447
99,0.4679
100,0
101,0.6597
102,0.5397
103,0.6905
104,0.2326
105,0.6291
106,0.2667
107,0.2009
108,0.5959
109,0.6111
110,0.3098
111,0.4908
112,0.8294
113,0.576
114,0.4444
115,0.4347
116,0.7236
117,0.3307
118,0.3007
119,0.5848
120,0.4077
121,0.9008
122,0.3993
123,0.5492
124,0.4793
125,0.353
126,0.4895
127,0.5361
128,0.3247
129,0.3248
130,0.5396
131,0.5765
132,0.623
133,0.2367
134,0.4531
135,0.2559
136,0.7315
137,0.3333
138,0.1875
139,0.6742
140,0.6361
141,0.5477
142,0.8184
143,0.7887
144,0.4043
145,0.6193
146,0.5527
147,0.5309
148,0.7
149,0.5336
150,0.4619
151,0.3765
152,0.4939
153,0.7625
154,0.326
155,0.7302
156,0.619
157,0.512
158,0.7236
159,0.9472
160,0.7315
161,0.2444
162,0.8381
163,0.7239
164,0.516
165,0.5148
166,0.699
167,0.6759
168,0
169,0.4038
170,0.4305
171,0.6135
172,0.5934
173,0.7946
174,0.7402
175,0.5357
176,0.75
177,0.4872
178,0.6429
179,0
180,0.8651
181,0.6443
182,0.5466
183,0.2612
184,0.6291
185,0.2285
186,0.4796
187,0.6104
188,0.6828
189,0.6128
190,0.2861
191,0.7592
192,0.6291
193,0.6321
194,0.5891
195,0.6258
196,0.4087
197,0.85
198,0.6082
199,0.5861
200,0.2182
201,0.5944
202,0.5637
203,0.5917
204,0.6091
205,0.6475
206,0.2635
207,0.7182
208,0.2857
209,0.7357
210,0.8194
211,0.4929
212,0.5833
213,0.7739
214,0.5274
215,0.9
216,0.7937
217,0.8
218,0.35
219,0.4333
220,0.3042
221,0.4484
222,0.7482
223,0.6543
224,0.3392
225,0.6941
226,0.6786
227,0.5637
228,0.4572
229,0.375
230,0.5437
231,0.2523
232,0.7887
233,0.6569
234,0
235,0.7635
236,0.5829
237,0.8162
238,0.6966
239,0.2453
240,0.3066
241,0.6818
242,0.6111
243,0.6403
244,0.6403
245,0.3903
246,0.3192
247,0.3662
248,0.3055
249,0.875
250,0.3402
251,0.7964
252,0.7535
253,0.6583
254,0.6327
255,0.618
256,0.4181
257,0.3342
258,0.4449
259,0.6768
260,0.3987
261,0.6696
262,0.2915
263,0.4461
264,0.6385
265,0.7652
266,0.5867
267,0.3768
268,0.4923
269,0.413
270,0.5637
271,0.8931
272,0.2492
273,0.5182
274,0.6506
275,0.6698
276,0.5398
277,0.4213
278,0.4708
279,0.689
280,0.7802
281,0.3617
282,0.3798
283,0.6623
284,0.6201
285,0.75
286,0.3536
287,0.7477
288,0.5826
289,0.2176
290,0.4688
291,0.1118
292,0.8858
293,0.7032
294,0.4451
295,0.6267
296,0.2919
297,0.5564
298,0.3416
299,0.5615
300,0.5194
301,0.438
302,0.5951
303,0.6861
304,0.7535
305,0.6739
306,0.8354
307,0.5828
308,0.7562
309,0.5582
310,0.5
311,0.531
312,0.5004
313,0.5839
314,0.3833
315,0.2333
316,0.3957
317,0.2738
318,0.5057
319,0.4141
320,0.3282
321,0.5755
322,0.2778
323,0.6778
324,0.4744
325,0.5657
326,0.4741
327,0.2472
328,0.2673
329,0.7321
330,0.2041
331,0.5436
332,0.6346
333,0.3791
334,0.327
335,0.4988
336,0.7125
337,0.5
338,0.3039
339,0.1667
340,0.3135
341,0.6264
342,0.5928
343,0.3252
344,0.508
345,0.6342
346,0.7214
347,0.7104
348,0.2941
349,0.781
350,0.5
351,0.5
352,0.6093
353,0.1667
354,0.5159
355,0
356,0.5579
357,0.5331
358,0.4919
359,0.375
360,0.6045
361,0.3068
362,0.5772
363,0.7305
364,0.5553
365,0.3723
366,0.5754
367,0.7739
368,0
369,0.4905
370,0.6083
371,0.3833
372,0.5835
373,0.4627
374,0.7232
375,0.4535
376,0.7236
377,0.5564
378,0.5074
379,0.4578
380,0.4833
381,0.3661
382,0.2895
383,0
384,0.3869
385,0.365
386,0.2308
387,0.3639
388,0.902
389,0.4868
390,0.5081
391,0.3021
392,0.4984
393,0.5754
394,0.4188
395,0.5085
396,0.5526
397,0.8576
398,0.7071
399,0.5164
400,0.5937
401,0.7236
402,0.4956
403,0.3618
404,0.3155
405,0.8333
406,0.59
407,0.5402
408,0.4396
409,0.1443
410,0.7972
411,0.6541
412,0.8354
413,0.7041
414,0.4444
415,0.6969
416,0.8444
417,0.586
418,0.2835
419,0.5646
420,0.625
421,0.3397
422,0.2882
423,0.5445
424,0.2
425,0.7906
426,0.3606
427,0.8786
428,0.6403
429,0.4884
430,0.3088
431,0.6299
432,0.4632
433,0.4102
434,0.6102
435,0.4167
436,0.2988
437,0.7232
438,0.1548
439,0.6062
440,0.8792
441,0.7041
442,0.7819
443,0.2646
444,0.4172
445,0.875
446,0.669
